Marker,Chr,cM
D1M937,1,39.8350669909269
D1M938,1,39.8532272642478
D1M939,1,39.8613513819873
D1M940,1,39.8978529777378
D1M941,1,39.9210910918191
D1M942,1,39.9264757940546
D1M943,1,39.9367587128654
D1M944,1,39.9550106422976
D1M945,1,40.0870758248493
D1M946,1,40.1360817532986
D1M947,1,40.1969712087885
D1M948,1,40.2526498027146
D1M949,1,40.2612156048417
D1M950,1,40.2781901322305
D1M951,1,40.3030610410497
D1M952,1,40.3881580615416
D1M953,1,40.421630688943
D1M954,1,40.4334915848449
D1M955,1,40.4572625784203
D1M956,1,40.4736271966249
D1M957,1,40.5240125348791
D1M958,1,40.6048439629376
D1M959,1,40.6371302576736
D1M960,1,40.6883029919118
D1M961,1,40.7479141652584
D1M962,1,40.7485433109105
D1M963,1,40.8491411944851
D1M964,1,40.8645305782557
D1M965,1,40.8675219956785
D1M966,1,40.9140806598589
D1M967,1,41.0128650767729
D1M968,1,41.0470249364153
D1M969,1,41.1453235801309
D1M970,1,41.1598560819402
D1M971,1,41.2015685811639
D1M972,1,41.3926271069795
D1M973,1,41.4099450828508
D1M974,1,41.4830875396729
D1M975,1,41.4839545637369
D1M976,1,41.546392198652
D1M977,1,41.5973064349964
D1M978,1,41.6005291929469
D1M979,1,41.6104306932539
D1M980,1,41.6888781404123
D1M981,1,41.7141178948805
D1M982,1,41.7173892678693
D1M983,1,41.7335430812091
D1M984,1,41.7468682536855
D1M985,1,41.7890067212284
D1M986,1,41.8194052018225
D1M987,1,41.8806979525834
D1M988,1,41.9364091102034
D1M989,1,42.2486424213275
D1M990,1,42.2848424781114
D1M991,1,42.454879693687
D1M992,1,42.4857554398477
D1M993,1,42.4981938907877
D1M994,1,42.5197797641158
D1M995,1,42.590867606923
D1M996,1,42.6729696476832
D1M997,1,42.7076736604795
D1M998,1,42.7271180413663
D1M999,1,42.912783944048
D1M1000,1,42.9145167768002
D1M1001,1,42.9726605722681
D1M1002,1,43.0289051542059
D1M1003,1,43.0487765511498
D1M1004,1,43.0540617182851
D1M1005,1,43.0814940528944
D1M1006,1,43.1093419203535
D1M1007,1,43.1292078690603
D1M1008,1,43.1347010750324
D1M1009,1,43.1666269898415
D1M1010,1,43.1782505521551
D1M1011,1,43.2209291495383
D1M1012,1,43.2221863931045
D1M1013,1,43.22561559733
D1M1014,1,43.2297272142023
D1M1015,1,43.3460873086005
D1M1016,1,43.3663279283792
D1M1017,1,43.370867818594
D1M1018,1,43.4842600068077
D1M1019,1,43.5368178924546
D1M1020,1,43.6782385781407
D1M1021,1,43.6794281797484
D1M1022,1,43.6919387150556
D1M1023,1,43.704330814071
D1M1024,1,43.7321896199137
D1M1025,1,43.8064329558983
D1M1026,1,43.8976416410878
D1M1027,1,44.0572460275143
D1M1028,1,44.172289618291
D1M1029,1,44.1856797086075
D1M1030,1,44.3025351734832
D1M1031,1,44.4408646551892
D1M1032,1,44.4561550486833
D1M1033,1,44.54490121454
D1M1034,1,44.5557709084824
D1M1035,1,44.5766495168209
D1M1036,1,44.5908299367875
D1M1037,1,44.5994236506522
D1M1038,1,44.6209526108578
D1M1039,1,44.6943259891123
D1M1040,1,44.8299824399874
D1M1041,1,44.8427173588425
D1M1042,1,45.0183306355029
D1M1043,1,45.0965387793258
D1M1044,1,45.3080788627267
D1M1045,1,45.3175610583276
D1M1046,1,45.3617635276169
D1M1047,1,45.3635608591139
D1M1048,1,45.3818557457998
D1M1049,1,45.4075458599254
D1M1050,1,45.6028029229492
D1M1051,1,45.6176708266139
D1M1052,1,45.676425662823
D1M1053,1,45.6780850281939
D1M1054,1,45.6834718259051
D1M1055,1,45.7107421802357
D1M1056,1,45.7208694051951
D1M1057,1,45.8884586440399
D1M1058,1,45.8957058470696
D1M1059,1,45.9142289729789
D1M1060,1,45.9169164625928
D1M1061,1,46.0537783568725
D1M1062,1,46.0768047440797
D1M1063,1,46.0854486236349
D1M1064,1,46.100156516768
D1M1065,1,46.1316409986466
D1M1066,1,46.1338593112305
D1M1067,1,46.1345208948478
D1M1068,1,46.1461687227711
D1M1069,1,46.1502287490293
D1M1070,1,46.2906038342044
D1M1071,1,46.3441122695804
D1M1072,1,46.365186595358
D1M1073,1,46.380002447404
D1M1074,1,46.485055857338
D1M1075,1,46.5245157619938
D1M1076,1,46.5484134480357
D1M1077,1,46.5733626438305
D1M1078,1,46.6882872115821
D1M1079,1,46.6928065661341
D1M1080,1,46.7188796913251
D1M1081,1,46.7846071813256
D1M1082,1,46.8016392504796
D1M1083,1,46.8080425215885
D1M1084,1,46.8451715447009
D1M1085,1,46.9135878654197
D1M1086,1,46.926695778966
D1M1087,1,46.9301326526329
D1M1088,1,46.9673527032137
D1M1089,1,47.0482217660174
D1M1090,1,47.0719890296459
D1M1091,1,47.0836298167706
D1M1092,1,47.0889272214845
D1M1093,1,47.1083122165874
D1M1094,1,47.1228538546711
D1M1095,1,47.19111955259
D1M1096,1,47.2377945994958
D1M1097,1,47.2453398210928
D1M1098,1,47.25668866653
D1M1099,1,47.4391766125336
D1M1100,1,47.5626609055325
D1M1101,1,47.5648289266974
D1M1102,1,47.6317129936069
D1M1103,1,47.6500094309449
D1M1104,1,47.7441071486101
D1M1105,1,47.7475405437872
D1M1106,1,47.7966095879674
D1M1107,1,47.8055488038808
D1M1108,1,47.808603043668
D1M1109,1,47.8314360184595
D1M1110,1,47.8639633767307
D1M1111,1,47.8639725968242
D1M1112,1,47.8711944865063
D1M1113,1,47.9339414136484
D1M1114,1,47.9926629317924
D1M1115,1,47.9978164192289
D1M1116,1,48.0354528827593
D1M1117,1,48.0981749575585
D1M1118,1,48.151477323845
D1M1119,1,48.2180632045493
D1M1120,1,48.4111065650359
D1M1121,1,48.4254829958081
D1M1122,1,48.4375778725371
D1M1123,1,48.4528907295316
D1M1124,1,48.4728803532198
D1M1125,1,48.4999385615811
D1M1126,1,48.768085995689
D1M1127,1,48.8126044208184
D1M1128,1,48.846977725625
D1M1129,1,48.9387301029637
D1M1130,1,48.9628324331716
D1M1131,1,49.0015093004331
D1M1132,1,49.0149444853887
D1M1133,1,49.0724168485031
D1M1134,1,49.0833546034992
D1M1135,1,49.1004569549114
D1M1136,1,49.18551617302
D1M1137,1,49.1859435243532
D1M1138,1,49.2025705380365
D1M1139,1,49.3037383910269
D1M1140,1,49.3857663776726
D1M1141,1,49.3878531362861
D1M1142,1,49.4210001686588
D1M1143,1,49.507085038349
D1M1144,1,49.5099682873115
D1M1145,1,49.5318758161739
D1M1146,1,49.5323216915131
D1M1147,1,49.6462717372924
D1M1148,1,49.6491637872532
D1M1149,1,49.7329730121419
D1M1150,1,49.7524664690718
D1M1151,1,49.7837734222412
D1M1152,1,49.8017681529745
D1M1153,1,49.8027919605374
D1M1154,1,49.8329715058208
D1M1155,1,49.8535310151055
D1M1156,1,49.8810021579266
D1M1157,1,49.9784556124359
D1M1158,1,49.9896088242531
D1M1159,1,50.0264215981588
D1M1160,1,50.0338853057474
D1M1161,1,50.1192023511976
D1M1162,1,50.1437485031784
D1M1163,1,50.2244737744331
D1M1164,1,50.2784180268645
D1M1165,1,50.3169034095481
D1M1166,1,50.3188001085073
D1M1167,1,50.3536611562595
D1M1168,1,50.4467690130696
D1M1169,1,50.4853043099865
D1M1170,1,50.5350384581834
D1M1171,1,50.544012542814
D1M1172,1,50.6127575598657
D1M1173,1,50.6381626054645
D1M1174,1,50.6941054807976
D1M1175,1,50.7845333917066
D1M1176,1,50.7907784124836
D1M1177,1,50.8583842869848
D1M1178,1,50.8647419605404
D1M1179,1,50.9078737674281
D1M1180,1,50.9191120555624
D1M1181,1,50.9818500559777
D1M1182,1,51.0258977534249
D1M1183,1,51.0575925791636
D1M1184,1,51.0713424626738
D1M1185,1,51.0803116019815
D1M1186,1,51.1364405555651
D1M1187,1,51.1607496673241
D1M1188,1,51.2005350412801
D1M1189,1,51.2099500978366
D1M1190,1,51.3023649388924
D1M1191,1,51.4537197723985
D1M1192,1,51.4772418234497
D1M1193,1,51.5073963487521
D1M1194,1,51.5326039167121
D1M1195,1,51.5652344562113
D1M1196,1,51.5940439794213
D1M1197,1,51.5974015183747
D1M1198,1,51.6254966100678
D1M1199,1,51.7260662047192
D1M1200,1,51.86273929663
D1M1201,1,51.8852507835254
D1M1202,1,51.9498229119927
D1M1203,1,51.9647836033255
D1M1204,1,52.0056248037145
D1M1205,1,52.0514364307746
D1M1206,1,52.0607522455975
D1M1207,1,52.0859769545496
D1M1208,1,52.125294408761
D1M1209,1,52.1405021985993
D1M1210,1,52.1571466466412
D1M1211,1,52.1635316871107
D1M1212,1,52.2586079500616
D1M1213,1,52.2632617503405
D1M1214,1,52.288127169013
D1M1215,1,52.3409890662879
D1M1216,1,52.3770555993542
D1M1217,1,52.526822607033
D1M1218,1,52.6005191076547
D1M1219,1,52.6196510950103
D1M1220,1,52.6290467893705
D1M1221,1,52.708221450448
D1M1222,1,52.730770111084
D1M1223,1,52.7599553111941
D1M1224,1,52.8489988250658
D1M1225,1,52.9185238201171
D1M1226,1,52.9303230252117
D1M1227,1,52.9735764954239
D1M1228,1,53.05611431133
D1M1229,1,53.1041890522465
D1M1230,1,53.1332279462367
D1M1231,1,53.1489584734663
D1M1232,1,53.3225125260651
D1M1233,1,53.3672636328265
D1M1234,1,53.3987664291635
D1M1235,1,53.4294114634395
D1M1236,1,53.4374417876825
D1M1237,1,53.5850022174418
D1M1238,1,53.5867536161095
D1M1239,1,53.6316501488909
D1M1240,1,53.6356322653592
D1M1241,1,53.6690753046423
D1M1242,1,53.6906461743638
D1M1243,1,53.7574575701728
D1M1244,1,53.7681122682989
D1M1245,1,53.7952061835676
D1M1246,1,53.8144028373063
D1M1247,1,53.820211077109
D1M1248,1,53.8904049061239
D1M1249,1,53.9353129640222
D1M1250,1,53.9694077800959
D1M1251,1,53.9912693342194
D1M1252,1,54.0245983377099
D1M1253,1,54.0344690764323
D1M1254,1,54.1138260439038
D1M1255,1,54.1657353797927
D1M1256,1,54.3047886807472
D1M1257,1,54.429362914525
D1M1258,1,54.4376397086307
D1M1259,1,54.4515183800831
D1M1260,1,54.6930293831974
D1M1261,1,54.7355470480397
D1M1262,1,54.7924538841471
D1M1263,1,54.8277796246111
D1M1264,1,54.8308100178838
D1M1265,1,54.8487438121811
D1M1266,1,54.8578268196434
D1M1267,1,54.9562963703647
D1M1268,1,55.0253595644608
D1M1269,1,55.0273247435689
D1M1270,1,55.1342937536538
D1M1271,1,55.1597865996882
D1M1272,1,55.2015357278287
D1M1273,1,55.2525348728523
D1M1274,1,55.338556333445
D1M1275,1,55.3473469382152
D1M1276,1,55.3487203549594
D1M1277,1,55.4453817615286
D1M1278,1,55.4485009191558
D1M1279,1,55.4494407819584
D1M1280,1,55.4537248145789
D1M1281,1,55.4545785114169
D1M1282,1,55.4729393636808
D1M1283,1,55.4926195275038
D1M1284,1,55.6072317017242
D1M1285,1,55.6825496815145
D1M1286,1,55.9017048915848
D1M1287,1,55.9396501025185
D1M1288,1,56.0876613948494
D1M1289,1,56.1190273985267
D1M1290,1,56.1438600858673
D1M1291,1,56.1665555136278
D1M1292,1,56.1837684223428
D1M1293,1,56.248138169758
D1M1294,1,56.2721475446597
D1M1295,1,56.2865761108696
D1M1296,1,56.3736952655017
D1M1297,1,56.39696221333
D1M1298,1,56.4358637155965
D1M1299,1,56.5502876741812
D1M1300,1,56.5563293918967
D1M1301,1,56.5622358256951
D1M1302,1,56.6408225381747
D1M1303,1,56.6436717985198
D1M1304,1,56.8428826052696
D1M1305,1,56.8581141997129
D1M1306,1,56.898329523392
D1M1307,1,57.0860409038141
D1M1308,1,57.1097798785195
D1M1309,1,57.1602004207671
D1M1310,1,57.2334631998092
D1M1311,1,57.3772200476378
D1M1312,1,57.6063004788011
D1M1313,1,57.656434988603
D1M1314,1,57.6583886006847
D1M1315,1,57.6811671350151
D1M1316,1,57.6856482261792
D1M1317,1,57.7200618060306
D1M1318,1,57.726861666888
D1M1319,1,57.8411203762516
D1M1320,1,57.84390962217
D1M1321,1,57.8685816703364
D1M1322,1,57.914443295449
D1M1323,1,57.9212197288871
D1M1324,1,57.9533139523119
D1M1325,1,57.9649729700759
D1M1326,1,57.9697486013174
D1M1327,1,57.9902501916513
D1M1328,1,58.0219137948006
D1M1329,1,58.0679596960545
D1M1330,1,58.3246719511226
D1M1331,1,58.3465939387679
D1M1332,1,58.4395830240101
D1M1333,1,58.4488004771993
D1M1334,1,58.4591212822124
D1M1335,1,58.4757252875715
D1M1336,1,58.5024802805856
D1M1337,1,58.5469827381894
D1M1338,1,58.6288788774982
D1M1339,1,58.6587264994159
D1M1340,1,58.7519866554067
D1M1341,1,58.7984653143212
D1M1342,1,58.8539180997759
D1M1343,1,58.8624708261341
D1M1344,1,58.9244495937601
D1M1345,1,59.0684365248308
D1M1346,1,59.1015340620652
D1M1347,1,59.1376144252717
D1M1348,1,59.1382948262617
D1M1349,1,59.1738690063357
D1M1350,1,59.1854629805312
D1M1351,1,59.2433375492692
D1M1352,1,59.3161437660456
D1M1353,1,59.3534908443689
D1M1354,1,59.3852986162528
D1M1355,1,59.4036197802052
D1M1356,1,59.4254814181477
D1M1357,1,59.4384987233207
D1M1358,1,59.4785552937537
D1M1359,1,59.5202557230368
D1M1360,1,59.6483235340565
D1M1361,1,59.6656288113445
D1M1362,1,59.7231837362051
D1M1363,1,59.7903614630923
D1M1364,1,59.7968902951106
D1M1365,1,59.811200844124
D1M1366,1,59.9770056596026
D1M1367,1,59.990037214011
D1M1368,1,60.0124582601711
D1M1369,1,60.0157928327098
D1M1370,1,60.0194080732763
D1M1371,1,60.0337450252846
D1M1372,1,60.0469964370131
D1M1373,1,60.048992712982
D1M1374,1,60.0499169016257
D1M1375,1,60.0660741515458
D1M1376,1,60.1018911553547
D1M1377,1,60.1108851470053
D1M1378,1,60.1377584086731
D1M1379,1,60.2749615721405
D1M1380,1,60.2768942294642
D1M1381,1,60.2882808772847
D1M1382,1,60.3109293244779
D1M1383,1,60.3277802187949
D1M1384,1,60.3536620689556
D1M1385,1,60.3577367635444
D1M1386,1,60.3911772044376
D1M1387,1,60.4009163891897
D1M1388,1,60.4342123679817
D1M1389,1,60.4615284875035
D1M1390,1,60.5256265355274
D1M1391,1,60.5477889999747
D1M1392,1,60.5601644190028
D1M1393,1,60.5743394326419
D1M1394,1,60.6152766477317
D1M1395,1,60.6269037304446
D1M1396,1,60.6380955828354
D1M1397,1,60.6440468179062
D1M1398,1,60.7271471433342
D1M1399,1,60.7496548583731
D1M1400,1,60.75058223214
D1M1401,1,60.8077305508777
D1M1402,1,60.8319239504635
D1M1403,1,60.8368173055351
D1M1404,1,60.8956764545292
D1M1405,1,60.9486932493746
D1M1406,1,60.9522794885561
D1M1407,1,60.9526249067858
D1M1408,1,61.0256850952283
D1M1409,1,61.0465694451705
D1M1410,1,61.1962566152215
D1M1411,1,61.2418970419094
D1M1412,1,61.3135416107252
D1M1413,1,61.3759484840557
D1M1414,1,61.3973147096112
D1M1415,1,61.487030996941
D1M1416,1,61.5257822116837
D1M1417,1,61.5729384636506
D1M1418,1,61.6383906500414
D1M1419,1,61.6417772322893
D1M1420,1,61.646706755273
D1M1421,1,61.6938253724948
D1M1422,1,61.776564437896
D1M1423,1,61.7846891842782
D1M1424,1,61.8063719524071
D1M1425,1,61.8879148364067
D1M1426,1,61.9365877099335
D1M1427,1,61.9899069238454
D1M1428,1,62.0077308733016
D1M1429,1,62.0975970709696
D1M1430,1,62.1317722275853
D1M1431,1,62.156422524713
D1M1432,1,62.1852823812515
D1M1433,1,62.309177974239
D1M1434,1,62.332835351117
D1M1435,1,62.3562178015709
D1M1436,1,62.3974737385288
D1M1437,1,62.421834776178
D1M1438,1,62.4725284008309
D1M1439,1,62.5015219906345
D1M1440,1,62.5376435928047
D1M1441,1,62.5398835726082
D1M1442,1,62.6230644062161
D1M1443,1,62.6305442489684
D1M1444,1,62.6604454312474
D1M1445,1,62.6803921815008
D1M1446,1,62.6845004456118
D1M1447,1,62.6876522088423
D1M1448,1,62.694369382225
D1M1449,1,62.7390631567687
D1M1450,1,62.7456019632518
D1M1451,1,62.7733456017449
D1M1452,1,62.8102864511311
D1M1453,1,62.815563948825
D1M1454,1,62.8331734891981
D1M1455,1,62.9365645162761
D1M1456,1,63.0074993474409
D1M1457,1,63.0454962747172
D1M1458,1,63.0520506296307
D1M1459,1,63.0797965731472
D1M1460,1,63.0867641977966
D1M1461,1,63.104765675962
D1M1462,1,63.1126026296988
D1M1463,1,63.2754557160661
D1M1464,1,63.2832136703655
D1M1465,1,63.2979050930589
D1M1466,1,63.3000098308548
D1M1467,1,63.3996480703354
D1M1468,1,63.4917107457295
D1M1469,1,63.5627443576232
D1M1470,1,63.6093569593504
D1M1471,1,63.6454435670748
D1M1472,1,63.6505744233727
D1M1473,1,63.6991633102298
D1M1474,1,63.7086995271966
D1M1475,1,63.7540641054511
D1M1476,1,63.8091747835279
D1M1477,1,63.8893439155072
D1M1478,1,63.9030869677663
D1M1479,1,63.9578425884247
D1M1480,1,64.1776914009824
D1M1481,1,64.1887416411191
D1M1482,1,64.1954531986266
D1M1483,1,64.2467049323022
D1M1484,1,64.2504888167605
D1M1485,1,64.292469327338
D1M1486,1,64.3330341344699
D1M1487,1,64.3511849781498
D1M1488,1,64.5533574465662
D1M1489,1,64.5644148113206
D1M1490,1,64.6095457440242
D1M1491,1,64.6369654638693
D1M1492,1,64.6514218160883
D1M1493,1,64.708381164819
D1M1494,1,64.8179160431027
D1M1495,1,64.851191486232
D1M1496,1,64.8781277798116
D1M1497,1,65.0279761338606
D1M1498,1,65.0428330991417
D1M1499,1,65.0478075491264
D1M1500,1,65.0605748221278
D1M1501,1,65.0996352452785
D1M1502,1,65.1409532921389
D1M1503,1,65.1652984041721
D1M1504,1,65.2136909868568
D1M1505,1,65.2706222143024
D1M1506,1,65.286085694097
D1M1507,1,65.324276201427
D1M1508,1,65.3651491273195
D1M1509,1,65.3823384828866
D1M1510,1,65.4629057552665
D1M1511,1,65.4654257744551
D1M1512,1,65.5851476825774
D1M1513,1,65.597733235918
D1M1514,1,65.7052220078185
D1M1515,1,65.7182790432125
D1M1516,1,65.7755727041513
D1M1517,1,65.7940500648692
D1M1518,1,65.9072840446606
D1M1519,1,65.9747842652723
D1M1520,1,65.9814509376884
D1M1521,1,66.0024239262566
D1M1522,1,66.014222544618
D1M1523,1,66.0162624064833
D1M1524,1,66.0310892388225
D1M1525,1,66.0416526999325
D1M1526,1,66.0551777388901
D1M1527,1,66.0689833620563
D1M1528,1,66.0915910732001
D1M1529,1,66.2036342360079
D1M1530,1,66.3553795404732
D1M1531,1,66.4182660682127
D1M1532,1,66.4350522961468
D1M1533,1,66.4541032304987
D1M1534,1,66.6490284539759
D1M1535,1,66.655761427246
D1M1536,1,66.6642718669027
D1M1537,1,66.6945595806465
D1M1538,1,66.728863818571
D1M1539,1,66.7307242238894
D1M1540,1,66.7350182309747
D1M1541,1,66.7590367840603
D1M1542,1,66.7870191391557
D1M1543,1,66.8747966503724
D1M1544,1,66.9232326932251
D1M1545,1,66.9648571824655
D1M1546,1,67.0951593155041
D1M1547,1,67.1160074556246
D1M1548,1,67.1514069568366
D1M1549,1,67.1582289878279
D1M1550,1,67.2386755188927
D1M1551,1,67.3537346580997
D1M1552,1,67.4076356180012
D1M1553,1,67.4217394273728
D1M1554,1,67.5349692581221
D1M1555,1,67.538975556381
D1M1556,1,67.6613839901984
D1M1557,1,67.7176951663569
D1M1558,1,67.8310522763059
D1M1559,1,67.8652343899012
D1M1560,1,67.8660377115011
D1M1561,1,67.8706805314869
D1M1562,1,67.8998532425612
D1M1563,1,67.9146325075999
D1M1564,1,67.9377601481974
D1M1565,1,67.9457914363593
D1M1566,1,67.9554690979421
D1M1567,1,68.0072049284354
D1M1568,1,68.0200135242194
D1M1569,1,68.0397854279727
D1M1570,1,68.1452154368162
D1M1571,1,68.1607764400542
D1M1572,1,68.1713993288577
D1M1573,1,68.1766992900521
D1M1574,1,68.2102940836921
D1M1575,1,68.2698105415329
D1M1576,1,68.2943783607334
D1M1577,1,68.346849870868
D1M1578,1,68.3770664641634
D1M1579,1,68.411778062582
D1M1580,1,68.466622531414
D1M1581,1,68.5126514174044
D1M1582,1,68.5579059412703
D1M1583,1,68.6127841053531
D1M1584,1,68.6915839696303
D1M1585,1,68.6937866918743
D1M1586,1,68.7089433101937
D1M1587,1,68.8432530406862
D1M1588,1,68.8508322089911
D1M1589,1,68.8719708658755
D1M1590,1,68.8735832925886
D1M1591,1,68.9039717568085
D1M1592,1,68.9423201791942
D1M1593,1,68.9910108642653
D1M1594,1,69.0320209600031
D1M1595,1,69.0728768706322
D1M1596,1,69.1000615619123
D1M1597,1,69.1191031085327
D1M1598,1,69.1611772449687
D1M1599,1,69.1747005656362
D1M1600,1,69.1752637038007
D1M1601,1,69.236705400981
D1M1602,1,69.2435864405707
D1M1603,1,69.3199177924544
D1M1604,1,69.3366183154285
D1M1605,1,69.3430964788422
D1M1606,1,69.3447359791026
D1M1607,1,69.3722635321319
D1M1608,1,69.3835950270295
D1M1609,1,69.4684303225949
D1M1610,1,69.4979339512065
D1M1611,1,69.6140391938388
D1M1612,1,69.6299705095589
D1M1613,1,69.6385366469622
D1M1614,1,69.6803380362689
D1M1615,1,69.6822457993403
D1M1616,1,69.6838865149766
D1M1617,1,69.74138926249
D1M1618,1,69.7708470840007
D1M1619,1,69.8050167923793
D1M1620,1,69.8359929118305
D1M1621,1,69.8541279975325
D1M1622,1,69.8998709768057
D1M1623,1,69.9077663524076
D1M1624,1,69.9661697773263
D1M1625,1,69.9771979311481
D1M1626,1,70.002917968668
D1M1627,1,70.0639461865649
D1M1628,1,70.1852487120777
D1M1629,1,70.1995199499652
D1M1630,1,70.2142080618069
D1M1631,1,70.2420350164175
D1M1632,1,70.2607774129137
D1M1633,1,70.2650189911947
D1M1634,1,70.2932644123212
D1M1635,1,70.3665322624147
D1M1636,1,70.5067314114422
D1M1637,1,70.5422131810337
D1M1638,1,70.5986202461645
D1M1639,1,70.6258593359962
D1M1640,1,70.7707565417513
D1M1641,1,70.8225960563868
D1M1642,1,70.8861597580835
D1M1643,1,70.9108302555978
D1M1644,1,70.9111820859835
D1M1645,1,70.9127334086224
D1M1646,1,71.1095838295296
D1M1647,1,71.2307937350124
D1M1648,1,71.3500069873407
D1M1649,1,71.4172069262713
D1M1650,1,71.4276882866398
D1M1651,1,71.4314044872299
D1M1652,1,71.4323476608843
D1M1653,1,71.4439934771508
D1M1654,1,71.4499424491078
D1M1655,1,71.4840020192787
D1M1656,1,71.4866279857233
D1M1657,1,71.587096536532
D1M1658,1,71.6118529485539
D1M1659,1,71.6555426549166
D1M1660,1,71.7562251957133
D1M1661,1,71.7821782501414
D1M1662,1,71.7883141385391
D1M1663,1,71.8028472270817
D1M1664,1,71.8384600477293
D1M1665,1,71.8476739386097
D1M1666,1,71.8496037460864
D1M1667,1,71.8678326252848
D1M1668,1,71.8831992521882
D1M1669,1,72.016831682995
D1M1670,1,72.0809544157237
D1M1671,1,72.1164350537583
D1M1672,1,72.1487994259223
D1M1673,1,72.1518170787022
D1M1674,1,72.1733377408236
D1M1675,1,72.2599415760487
D1M1676,1,72.3092886479571
D1M1677,1,72.3548903921619
D1M1678,1,72.3715242790058
D1M1679,1,72.3954712925479
D1M1680,1,72.4062419543043
D1M1681,1,72.4205718236044
D1M1682,1,72.4362914124504
D1M1683,1,72.4510659836233
D1M1684,1,72.4786362424493
D1M1685,1,72.5281508266926
D1M1686,1,72.5376963894814
D1M1687,1,72.5983902113512
D1M1688,1,72.6505358750001
D1M1689,1,72.7705928497016
D1M1690,1,72.8622697060928
D1M1691,1,72.9025944974273
D1M1692,1,72.9760721465573
D1M1693,1,73.0208535958081
D1M1694,1,73.021743753925
D1M1695,1,73.0241302913055
D1M1696,1,73.0374448187649
D1M1697,1,73.0422900198027
D1M1698,1,73.0751943541691
D1M1699,1,73.0935168592259
D1M1700,1,73.0974833015352
D1M1701,1,73.098331131041
D1M1702,1,73.1122322240844
D1M1703,1,73.1153806345537
D1M1704,1,73.1176690198481
D1M1705,1,73.1557542085648
D1M1706,1,73.1566158682108
D1M1707,1,73.2490791985765
D1M1708,1,73.2538184523582
D1M1709,1,73.254498350434
D1M1710,1,73.2647575484589
D1M1711,1,73.3040465041995
D1M1712,1,73.3373909723014
D1M1713,1,73.3886734675616
D1M1714,1,73.4559778450057
D1M1715,1,73.4899967629462
D1M1716,1,73.6183885345235
D1M1717,1,73.7215282721445
D1M1718,1,73.7548697227612
D1M1719,1,73.7853049160913
D1M1720,1,73.8924144487828
D1M1721,1,73.9869066188112
D1M1722,1,73.9880065340549
D1M1723,1,74.000658262521
D1M1724,1,74.0043562324718
D1M1725,1,74.0079775918275
D1M1726,1,74.0911830682307
D1M1727,1,74.0975059149787
D1M1728,1,74.1479959851131
D1M1729,1,74.1857948061079
D1M1730,1,74.2016791831702
D1M1731,1,74.2667885916308
D1M1732,1,74.2886900436133
D1M1733,1,74.3455621786416
D1M1734,1,74.3516295449808
D1M1735,1,74.3950567720458
D1M1736,1,74.4010115694255
D1M1737,1,74.4207128556445
D1M1738,1,74.5825364347547
D1M1739,1,74.6520814206451
D1M1740,1,74.6995188016444
D1M1741,1,74.7085725562647
D1M1742,1,74.7276187548414
D1M1743,1,74.7572402749211
D1M1744,1,74.8376966966316
D1M1745,1,74.854844561778
D1M1746,1,74.887097789906
D1M1747,1,74.9307318404317
D1M1748,1,74.9372016219422
D1M1749,1,75.0464638788253
D1M1750,1,75.0984618533403
D1M1751,1,75.161284385249
D1M1752,1,75.1650841534138
D1M1753,1,75.2123036887497
D1M1754,1,75.2141265012324
D1M1755,1,75.2535045985132
D1M1756,1,75.2978944452479
D1M1757,1,75.3010185062885
D1M1758,1,75.3215417638421
D1M1759,1,75.4747180268168
D1M1760,1,75.4901622701436
D1M1761,1,75.5237313732505
D1M1762,1,75.5951975751668
D1M1763,1,75.6388607947156
D1M1764,1,75.7179932948202
D1M1765,1,75.7460993668064
D1M1766,1,75.7991058100015
D1M1767,1,75.8131820429116
D1M1768,1,75.8303441153839
D1M1769,1,75.8602944994345
D1M1770,1,75.8920626249164
D1M1771,1,75.9730076277629
D1M1772,1,76.0157455690205
D1M1773,1,76.0229667462409
D1M1774,1,76.0671284375712
D1M1775,1,76.0961888311431
D1M1776,1,76.1504416214302
D1M1777,1,76.1572164623067
D1M1778,1,76.1577497189865
D1M1779,1,76.2405153131112
D1M1780,1,76.2537783756852
D1M1781,1,76.347634694539
D1M1782,1,76.3796886429191
D1M1783,1,76.474895705469
D1M1784,1,76.5564172994345
D1M1785,1,76.5974424406886
D1M1786,1,76.65402431041
D1M1787,1,76.6976581513882
D1M1788,1,76.7927239788696
D1M1789,1,76.8838339252397
D1M1790,1,76.9022128405049
D1M1791,1,77.0042537944391
D1M1792,1,77.1024602372199
D1M1793,1,77.1255685575306
D1M1794,1,77.1727016335353
D1M1795,1,77.1750667551532
D1M1796,1,77.2887443890795
D1M1797,1,77.3059678589925
D1M1798,1,77.3283439362422
D1M1799,1,77.3323934013024
D1M1800,1,77.3484060214832
D1M1801,1,77.3532851273194
D1M1802,1,77.3788197990507
D1M1803,1,77.4001561012119
D1M1804,1,77.5175851816311
D1M1805,1,77.5218810746446
D1M1806,1,77.5292095402256
D1M1807,1,77.5639664009213
D1M1808,1,77.6615973003209
D1M1809,1,77.6620763679966
D1M1810,1,77.7198405470699
D1M1811,1,77.8824759135023
D1M1812,1,77.8991634445265
D1M1813,1,78.0152131989598
D1M1814,1,78.0262088729069
D1M1815,1,78.0843171291053
D1M1816,1,78.125552739948
D1M1817,1,78.1507691089064
D1M1818,1,78.1894348701462
D1M1819,1,78.24866973795
